,title,id,developer
6820,Epic Quest of the 4 Crystals,392940.0,RosePortal Games
6821,Tabletopia,402560.0,Tabletopia Inc.
6822,Silver Creek Falls: Chapter 2,403070.0,Sapphire Dragon Productions
6823,Rescue Team 2,403090.0,Alawar Entertainment
6824,Rescue Team 3,403100.0,Alawar Entertainment
6825,Lands of Hope Redemption,403490.0,Regal Computer Services
6826,Lucky Rabbit Reflex!,404030.0,Super63
6827,Murder,404080.0,Peter Moorhead
6828,Club Life,404180.0,Dharker Studio
6829,Melter Man,404460.0,Husky Swim Team
6830,Dead Acres,404550.0,Glowstick Entertainment
6831,Game Tycoon 2,404640.0,Sunlight Games
6832,No Time To Live,397940.0,Snail-Ninja Studio
6833,Ninja Senki DX,405540.0,Tribute Games Inc.
6834,Perfect Universe - Play with Gravity,405720.0,Will Sykes Games
6835,Vortex: The Gateway,406170.0,StormCube Games
6836,DesertLand 2115,406280.0,FutureVisionsGames
6837,Roses and Gems,406690.0,Pirate-Rob
6838,"1,000 Heads Among the Trees",406730.0,Aaron Oldenburg
6839,Welcome to Boon Hill,406780.0,Matthew Ritter
6840,Monsterland,406920.0,Second Variety Games
6841,Survival Is Not Enough,407000.0,Fixer Games
6842,Poker Pretty Girls Battle: Texas Hold'em,407720.0,Zoo Corporation
6843,Discouraged Workers - MOD Creator Development Kit,407760.0,YGGDRASIL STUDIO
6844,Message Quest,408280.0,Royal Troupe
6845,Fist Slash: Of Ultimate Fury,409070.0,Sinclair Strange
6846,The Big Secret of a Small Town,409090.0,Flenx
6847,Monster RPG 2,409370.0,Nooskewl
6848,Clumsy Moose Season,409410.0,Enrick Lambert
6849,Knight Adventure,409420.0,Syberstudio
6850,SnakEscape,409440.0,"Triple-Star Studio,Rock Path Collective"
6851,Faron's Fate,409360.0,Winter Drake Teller
6852,Beach Resort Simulator,331910.0,Earthworm Games
6853,Arevan,385900.0,Overcloud9
6854,Swapperoo,410150.0,Fallen Tree Games Ltd
6855,Tank: M1A1 Abrams Battle Simulation,410550.0,"Sphere, Inc."
6856,Getsuei Gakuen -kou-,411390.0,Arc System Works
6857,Loot Hound™,411680.0,Rhizome Games™
6858,Swordbreaker The Game,411760.0,DuCats Games Studio
6859,Discovering Colors - Animals,411870.0,Frogames
6860,Midsummer Night,412150.0,Everlasting Fantasy
6861,Labyrinth,412310.0,Free Range Games
6862,Parallels,412370.0,RisingHigh
6863,Castle Chaos,412410.0,Odd Comet Games
6864,Pro Basketball Manager 2016 - US Edition,412560.0,"Cyanide,Umix Studios"
6865,Where Angels Cry: Tears of the Fallen (Collector's Edition),413470.0,Cateia Games
6866,Ironclads 2: American Civil War,414260.0,Totem Games
6867,Cross Set,415400.0,Cuveet Story
6868,BAD END,415850.0,Arai Koh Create Office
6869,Crystal Picnic,415890.0,Nooskewl
6870,Yohjo Simulator,415950.0,DEADFACTORY
6871,Lightbender,415990.0,"Math Nerd Productions, LLC"
6872,Magnetron,416390.0,Jay-Run
6873,The Growth Journey,416610.0,Cleverweek
6874,SquareCells,416770.0,Matthew Brown
6875,Marcus Level,417480.0,3DDUO
6876,Helen's Mysterious Castle,418190.0,Satsu
6877,True Lover's Knot,416630.0,Sapphire Dragon Productions
6878,Super Arcade Football,420550.0,OutOfTheBit Ltd
6879,City Play,422270.0,FrameLineNetwork
6880,Megamagic: Wizards of the Neon Age,422650.0,BeautiFun Games
6881,Super Robot Jump Jump,422980.0,Beyond Technical Inc.
6882,T-Kara Puzzles,423220.0,Mexond
6883,Revolt,416330.0,Explosive LLC
6884,Color Chaos,423720.0,Daniel Riley
6885,Marooners,423810.0,M2H
6886,The fall of gods,424170.0,GeexGames
6887,Anomaly 1729,424320.0,"Anvil Drop, LLC"
6888,Threads of Destiny,424870.0,Warfare Studios
6889,Sword 'N' Board,425230.0,Stuffed Castle Studios
6890,Alphabeats: Master Edition,420160.0,Rad Dragon
6891,Narcissu 10th Anniversary Anthology Project,426690.0,stage-nana
6892,The Ables: Freepoint High,427640.0,"Qiwi Games, LLC,Graveck"
6893,CALENDULA,427810.0,Blooming Buds Studio
6894,Beyond Reality,428100.0,EternalShadow Studios
6895,Hauntsters,428240.0,Shark Tree Studios
6896,The Mystery of a Lost Planet,400200.0,AlikArt Studio
6897,Nulldrifters,397640.0,Cliax Games
6898,Save the Dodos,428830.0,3DDUO
6899,Zombie Wars: Invasion,429060.0,DNZY Games
6900,The Emerald Maiden: Symphony of Dreams,429610.0,GOGII Games
6901,Falcon A.T.,286790.0,Spectrum Holobyte
6902,Falcon,374080.0,Spectrum Holobyte
6903,Duplexer,430240.0,Vantage Games
6904,MINUS ZERO,430300.0,TRIANGLE SERVICE
6905,Classic Fun Collection 5 in 1,431300.0,3DDUO
6906,Inside The Code,431470.0,CPsoft
6907,Earn to Die 2,431590.0,Toffee Games
6908,Action Legion,431630.0,Aeonic Entertainment
6909,Rencounter,431810.0,SPVD
6910,Projector Face,431850.0,Fluik Entertainment Inc
6911,Chef Solitaire: USA,432190.0,The Revills Games
6912,Tiltagon,432260.0,Kiemura Ltd
6913,The Sacred Stone: A Story Adventure,432410.0,Panzer Gaming
6914,And So It Was,432590.0,VolumeUp Studios
6915,Mimic Arena,432620.0,Tiny Horse Games
6916,Small Town Terrors: Livingston,432770.0,Gunnar Games
6917,Super Flippin' Phones,433490.0,"BlauwPrint,3xBlast"
6918,Timelapse,433580.0,GTE Entertainment
6919,The Song of Seven : Overture,433590.0,Enlightened Games
6920,Midnight,431460.0,Petite Games
6921,Fairies vs. Darklings: Arcane Edition,434230.0,Interama - Interactive Technology
6922,Parasite,434270.0,Raphael Gervaise
6923,Typefighters (Steam Edition),434290.0,Christian Reuter
6924,Pixel Z - Gun Day,434380.0,Semen Rodin
6925,Alien Blitz,434240.0,Jean-Baptiste Simillon
6926,Forgotten Ball,434700.0,littleGigantic
6927,The Renegades of Orion 2.0,434780.0,Halissoni
6928,Planet 1138,434790.0,Bionic Pony
6929,Last Heroes 2,434920.0,Warfare Studios
6930,That Dam Level redux,434970.0,noiarc
6931,The Preposterous Awesomeness of Everything,435840.0,Joe Richardson
6932,RefRain - prism memories -,435970.0,RebRank
6933,Robo's World: The Zarnok Fortress,436360.0,"Bluish-Green Productions,Throw Away Games"
6934,Devil Sealing Stone,432540.0,WJLE  GAME
6935,Prison Run and Gun,436390.0,Quantized Bit
6936,Gamma Bros 1.5,436470.0,Pixeljam
6937,Soup: the Game,436480.0,Dewdrop Games
6938,Worlds of Chaos: Invasion,436510.0,Tactichaos
6939,Mosaic Maze,436950.0,Raw Lion Workshop
6940,Chill the Piro,437180.0,"Sergey Marchenko,Vyacheslav Ozolnieks"
6941,The Secret Order 3: Ancient Times,437420.0,Sunward Games
6942,Drizzlepath: Genie,438340.0,Tonguç Bodur
6943,Dynetzzle Extended,438350.0,Vishnu Vadakke Pariyarath
6944,Jerry Rice &amp; Nitus' Dog Football,438660.0,JUDOBABY INC.
6945,Unending Galaxy,439720.0,Anarkis Gaming
6946,XO-Planets,439730.0,Bohfam
6947,Eclipsed,439740.0,Christ Laurenz Sambrano
6948,"Codename: Panzers, Phase One",411310.0,"Stormregion,THQ Nordic"
6949,"Codename: Panzers, Phase Two",411320.0,"Stormregion,THQ Nordic"
6950,Control Craft 2,439930.0,Elite Games Ltd
6951,Overpower,440280.0,Hydrant Games
6952,Wolfsong,440410.0,Hyptosis
6953,Mysteries of the Past: Shadow of the Daemon Collector's Edition,440870.0,Blue Brain Games
6954,Assassin’s Creed® Chronicles: India,359610.0,Climax Studios
6955,DROD RPG: Tendry's Tale,351330.0,Caravel Games
6956,Star Sky 2 - ブルームーン 2,443460.0,"Mårten Jonsson,JMJ Interactive"
6957,Chicku,443630.0,Gatling Goat Studios
6958,Revenge of Roger Rouge,443680.0,Trazzy Entertainment
6959,Auralux: Constellations,444130.0,"War Drum Studios,E McNeill"
6960,28 Waves Later,444290.0,Dagestan Technology
6961,Inexistence,444720.0,Jonathan BRASSAUD
6962,Cologne,444740.0,Piotr Młynarczyk
6963,Combat Racers,444870.0,The Major Game Company
6964,Tiny Knight,445210.0,Convex
6965,Watson's Watch,445550.0,Retro Warp Gaming
6966,MacGuffin,398930.0,Concrete Games
6967,Blade Arcus from Shining: Battle Arena,446040.0,Studio Saizensen
6968,Trawl,446240.0,"Daniel Gallagher,Nathan Gallardo"
6969,Cubium Dreams,448260.0,Igrodelsky
6970,Logic Missile,448300.0,Bouchard Industries
6971,Terror Lab,448540.0,Nicolas Bernard
6972,GEO Master,448650.0,Anthony KOZAK
6973,Infinity Wings - Scout &amp; Grunt,448790.0,XiNFiNiTY Games
6974,Cellar,449060.0,Vertical Skull Games
6975,Hush Hush - Unlimited Survival Horror,449500.0,MediaAtlas
6976,Daughter of Shadows: An SCP Breach Event,449820.0,Blackrose Industries
6977,Worst Case Z,450030.0,BME Digital Studios
6978,Demetrios - The BIG Cynical Adventure,451570.0,COWCAT
6979,CounterAttack,451600.0,Relative Games
6980,War Birds: WW2 Air strike 1942,451670.0,HGames-ArtWorks
6981,Thorne - Death Merchants,451920.0,Thorne Games
6982,Madness Cubed,453270.0,nobodyshot
6983,Vaccine War,453350.0,Games For Tutti
6984,prog.1,453700.0,Vector Arcade
6985,TableTop Soccer,453710.0,Dancing Developers
6986,Borstal,453730.0,The Secret Pie
6987,Blasting Agent: Ultimate Edition,453810.0,"Axol Studio, LLC"
6988,Nil-Ninjahtic: Ronin,454130.0,Blaze Epic
6989,Voxel Warfare Online,454150.0,Firehawk Studios
6990,Cubicolor,454190.0,Moltenplay
6991,The Temporal Invasion,454220.0,Hybriona Labs
6992,The HinterLands,454260.0,Ackmi
6993,Mini Metal,454420.0,Luandun Games Pte. Ltd.
6994,JiPS,454460.0,Trazzy Entertainment
6995,I Am Caligula,454570.0,Seraphim Creations
6996,Atriage,454780.0,Batu Games LLC
6997,Amaranthine,454900.0,Roman Kozhukhov
6998,The Battle for Sector 219,455200.0,Large Visible Machine
6999,Skedaddle,455590.0,plaiko
7000,Edgar,455640.0,Lucas Parise
7001,Zombie Parking,449090.0,XPAGAME
7002,Project RPG,455710.0,Acuze Interactives
7003,Flag N Frag,456160.0,EDEVOX
7004,Christmas Adventure: Candy Storm,456430.0,Argali Entertainment
7005,Defend Your Crypt,457450.0,Ratalaika Games S.L.
7006,Domino Sky,457480.0,Russpuppy
7007,My Lady,457530.0,Michaela Laws
7008,Vilmonic,458330.0,Bludgeonsoft
7009,Last Heroes 3,458420.0,Warfare Studios
7010,GAIN,458450.0,Worldgame entertainement
7011,Mythic Wonders: The Philosopher's Stone,458480.0,Organic 2 Digital Studio
7012,Cursor Challenge,458700.0,Insane Dreamers
7013,R.C. Bot Inc.,459630.0,Blue Budgie Studios
7014,Rocket Riot,460190.0,Codeglue
7015,Guards,460340.0,Battlecruiser Games
7016,Father´s Island,460940.0,Homegrown Games
7017,Soulcaster: Part I &amp; II,460970.0,MagicalTimeBean
7018,A Long Way Home,461030.0,Jonathan Mulcahy
7019,Thorne - Son of Slaves (Ep.2),461360.0,Thorne Games
7020,A Princess' Tale,461380.0,Warfare Studios
7021,Bulby - Diamond Course,461390.0,Rafael Senne
7022,Massive,461400.0,Rootify
7023,Archibald's Adventures,461480.0,Rake in Grass
7024,Kaboom Monsters,461490.0,Broken Arms Games Pty Ltd
7025,Grizzly Valley,461520.0,The_Kiddy
7026,Galaxy Cannon Rider,461580.0,Coolegion
7027,Zipple World 2: The Sweet Chaos,461600.0,Alternative Dreams Studios
7028,Iron Impact,461690.0,Vasiliy Kostin
7029,Reptilian Rebellion,461760.0,Herrero Games
7030,Airline Director 2 - Tycoon Game,462830.0,Joona Vartiainen
7031,Bottle,463030.0,Tonguç Bodur
7032,Bug N Out,463130.0,Neuron Games
7033,Magma Chamber,463240.0,IndieKeep Games
7034,Sengoku Jidai: Shadow of the Shogun,397190.0,Byzantine Games
7035,The Beggar's Ride,463760.0,Bad Seed
7036,Izeriya,463830.0,LigaGamesStudio
7037,The Dweller,463930.0,Villainous  Games
7038,Hiiro,464960.0,"Jon Tiburzi,Ben Harvey,Philip Gibbons,Marc Cuva"
7039,Shaolin vs Wutang,466110.0,Jae Lee
7040,Mini's Magic World,449420.0,Magory.net
7041,Race &amp; Destroy,466210.0,AngryAngelGames
7042,Warriors' Wrath,466420.0,Storm Sharks Production
7043,Choice of Alexandria,466430.0,Choice of Games
7044,Koihime Enbu,452420.0,"UNKNOWN GAMES,M2 Co.,LTD"
7045,Zenodyne R,466820.0,Team Grybanser Fox
7046,Aurora Nights,466870.0,Vladimir Maslov
7047,Subterrarium,467170.0,slimefriend
7048,Just a Cleric,467330.0,DXF Games
7049,Diaries of a Spaceport Janitor,436500.0,Sundae Month
7050,Shattered Throne,469710.0,Checkmark Games
7051,Paradox Paradigm,469900.0,Josh
7052,1917 - The Alien Invasion DX,470060.0,Andrade Games
7053,moto RKD dash,470590.0,rkd.zone
7054,Grandpa's Table,471570.0,Kivano
7055,The Dolls: Reborn,473670.0,HUSH Interactive
7056,EeOneGuy Adventure,473710.0,Akakiy Petrushkin
7057,Killbot,473810.0,nobodyshot
7058,Diib's Dilemma,473840.0,Random Thoughts Enterainment
7059,Giga Girl,474620.0,"Outgunned Games,Invisible tile"
7060,The Mahjong Huntress,474910.0,Nawia Games
7061,Cavernus,475080.0,frozenen
7062,KNIGHTS,476240.0,Arzola's
7063,Choice of the Pirate,476490.0,Choice of Games
7064,Rescue Lucy,476880.0,Starodymov
7065,Amulet of Dreams,476920.0,"Mysterytag,Argali Entertainment"
7066,Space Hole,477310.0,Sam Atlas
7067,Thirty Years' War,477750.0,"Ageod,HQ"
7068,Wanderer of Teandria,477910.0,Silentplaygames
7069,Simple Spy,477950.0,Kodari Games
7070,Music Wars Empire,479100.0,Antuan Johnson
7071,BoX -containment-,479150.0,Memorazer Production
7072,Floppy Heroes,480450.0,Matthew Kania
7073,Satanist,480780.0,Dmitry
7074,Backgammon Blitz,395900.0,VooFoo Studios
7075,Mini Thief,481870.0,"Stranga,Tommah"
7076,Investigator,482300.0,AdroVGames
7077,Fantasy Kingdom Simulator,482890.0,SimProse Studios
7078,MechaGore,476710.0,imaginite Ltd
7079,Disgraced,485360.0,Corrosive Studios LLC
7080,Machine Made: Rebirth,485390.0,Proteus Studios
7081,Smithy,485500.0,"David Mulder,Tristan Hartz"
7082,POPixel,485560.0,CGGAMES
7083,Pick a Hero,485620.0,vikingfabian.com
7084,Karma Miwa,485660.0,Space Fractal
7085,Shift,485730.0,Black Lime Studio
7086,Star Merc,485830.0,D247 Games
7087,Impossible Quest,485860.0,Axel Sonic
7088,Neon Warp,485920.0,Axel Sonic
7089,Cyber Sentinel,485970.0,mindhelix.pl
7090,Plan Z Chapter 1,486300.0,Kongmeng Yang
7091,Derelict Redux,486470.0,Floor59Games
7092,Toxic Terror,486630.0,Fascimania
7093,Card of spirits-卡灵,486850.0,RMking
7094,Simple Ball: Extended Edition,487530.0,Antizero company
7095,Valcarta: Rise of the Demon,488220.0,Blacksword Games
7096,Hide and Secret Treasure of the Ages,489470.0,Anarchy Enterprises
7097,Run The Gamut,489730.0,Playdev Gaming
7098,Bayla Bunny,489900.0,EnsenaSoft
7099,神明的一天世界(God's One Day World),490390.0,灰烬天国
7100,DashBored,490860.0,Fading Club
7101,Daily Chthonicle: Editor's Edition,490980.0,Sinister Systems
7102,Aiball: Drunks,490990.0,HFM Games
7103,The Last Error,491030.0,Anatoliy Loginovskikh
7104,Crazy Forest,491170.0,SnagBox
7105,Investigator - Soundtracks,491290.0,AVGames
7106,Alchemist Penguin,491390.0,"Foot in the Box, LLC"
7107,Rabbit Island,490300.0,Serhii Vitukhin
7108,Alteric,492430.0,goonswarm
7109,Battle Knights,493000.0,Mire Studios
7110,Fairyland: Incursion,493760.0,Naarassusi Game
7111,Nightork Adventures - Beyond the Moons of Shadalee,493780.0,Warptear Entertainment
7112,Hypnorain,495230.0,keyreal
7113,Hexoscope,495780.0,Studio Binokle
7114,The Secret Monster Society,495960.0,Deceptive Games Ltd.
7115,Moon Colonization Project,496500.0,Belarus Games
7116,Typing with Jester,496520.0,Michael Jendryssek
7117,Pigmentone,496530.0,Sliverbroom Studios
7118,Push The Crate,496610.0,West Forest Games
7119,Antihorror,496650.0,HFM Games
7120,Shape Shifter,497050.0,PRORTUS
7121,Rise,497060.0,New State
7122,Momento Temporis: Light from the Deep,496310.0,Burning Ice Games
7123,1 Moment Of Time: Silentville,497400.0,2 Monkeys
7124,Line / Dash,497670.0,Davide A. Fiandra
7125,Funfair Ride Simulator 3,497720.0,Zeichenkraftwerk Jeutter &amp; Schaller GbR
7126,Mustache in Hell,498830.0,IdunaSoft
7127,Lord Mayor,499330.0,John McCann
7128,Turner,499340.0,Bean Boy Games
7129,Star Fields,499420.0,AG media
7130,"Gazzel Quest, The Five Magic Stones",500120.0,DemonVideogames
7131,Kitty Cat: Jigsaw Puzzles,500580.0,EnsenaSoft
7132,Clock Simulator,501120.0,Kool2Play
7133,The Orb Chambers II,501830.0,"StarSystemStudios™,Jaryd Brad Spann"
7134,Star Project,501900.0,Spectrum Games
7135,Totem,501920.0,Grizlikyt
7136,Hikikomori No Chuunibyou,501940.0,Blaze Epic
7137,Interstellar Logistics Inc,502150.0,Exalted Guy Interactive
7138,Mahluk:Dark demon,503480.0,Serkan Bakar
7139,A Detective's Novel,503820.0,Amaterasu Software
7140,The Life Of Greather,503830.0,GreatherGames
7141,Will of the Gods,503960.0,Comrades Inc.
7142,Graveyard Smash,504240.0,Four Mans Games L.L.C.
7143,FARIA: Ghosts of the Stream,504670.0,Faria
7144,Whispers,505760.0,Peace
7145,Quip Anomaly,506470.0,mentics
7146,ORBITAL,506670.0,Ardi Studio
7147,Sky Valley,506590.0,Evgenii Gubanov
7148,Aircraft War X,508670.0,Mystic Games
7149,Won't You Be My Laser?,508820.0,Chequered Ink Ltd.
7150,SizeBlock,508960.0,Egor Magurin
7151,Handsome Mr. Frog,508990.0,Cowboy Color
7152,Save Jesus,509220.0,Almighty Games
7153,One Night Two Crazies,509290.0,chris_antoni
7154,GalaxIverse,509390.0,Sub Orbital Software
7155,God Simulator,509440.0,Mateusz Kulis
7156,NightmareZ,509930.0,Anamik Majumdar
7157,Shiperoids,510070.0,Frizzank
7158,Super Destronaut,510250.0,Petite Games
7159,Existentia,511340.0,SmartHart Games
7160,Marwin and The Evolution Stone,511670.0,Alp Güleç
7161,Forgotten Heroes,510220.0,Epic Fire
7162,Box Maze,512020.0,GamersHype Productions
7163,BitRay2,512450.0,Lagun Victor
7164,Cursed West,512550.0,GoeX GameS
7165,Through Abandoned 2. The Forest,513340.0,Solved
7166,Mu Cartographer,513360.0,Titouan Millet
7167,Click Space Miner,513770.0,SimplexGameStudio
7168,Panzer Warfare,513880.0,Kobra Studio
7169,Arkham Nightmares,513810.0,Tim Rachor
7170,Galactic Fighters,513960.0,StarworkGC
7171,Sparky's Hunt,514520.0,Luke Cripps
7172,Orbital X,514650.0,Filippo Ceffa
7173,Super Jagua,514890.0,cbritez
7174,Day of the Trumplings,517060.0,AcneVulgaris
7175,Nanoborg,518100.0,Pokshevanov Pavel
7176,Lectrovolt II,518140.0,Harmonize Studios
7177,Fright Light,520290.0,Chris Antoni
7178,Dawn's Light,520820.0,John Wizard
7179,Dots eXtreme,521130.0,Starwind Games
7180,Torsion,522050.0,ASGames
7181,Beholder,475550.0,Warm Lamp Games
7182,Globe Rush,521000.0,Treetop Crew
7183,HellAngel,524340.0,Andrey Malyarov
7184,The Construct,525190.0,Cannibal Panda Studios
7185,KickHim,526460.0,Pokshevanov Pavel
7186,Monsti,526790.0,Unika Games
7187,The Legions of Rome,527510.0,The Tambourine
7188,Mahjong Quest Collection,38000.0,iWin
7189,Viking Brothers,286520.0,"Alawar,Whalebox Studio"
7190,Oblitus,306440.0,Connor Ullmann
7191,Traverser,327520.0,Gatling Goat Studios
7192,Dungeon Highway,353340.0,Substantial
7193,After All,365110.0,JAMgames
7194,Assault Corps 2,376120.0,AOS GAME
7195,Brighter Day,388730.0,The Loneliest Pixel
7196,VERSUS: The Lost Ones,396230.0,Choice of Games
7197,Evil Hazard,403440.0,Pixel Blitz Studios
7198,HELP: THE GAME,472770.0,"Sports Interactive,Creative Assembly,Rovio,Torn Banner,Team 17,Sumo Digital,Bossa,Curve Digital,Hardlight,Spilt Milk Studios Ltd,Modern Dream"
7199,10 Minute Tower,477010.0,Team17 Digital Ltd
7200,NeverMine,493920.0,Torn Banner Studios
7201,Anthelion,494000.0,Rovio
7202,Splash Bash,494020.0,Rovio
7203,Captain Curve's Intergalactic Space Adventure,494790.0,CDP
7204,Savana,494970.0,Modern Dream Ltd
7205,A Verdant Hue,496380.0,Spilt Milk Studios Ltd
7206,Heldric - The legend of the shoemaker,293420.0,Astral Byte Ltd.
7207,Time Tenshi,420950.0,Silver Cow Studio
7208,Metamorphabet,353280.0,Vectorpark
7209,Pure Pool,300610.0,VooFoo Studios
7210,Manga Maker Comipo,262490.0,ComiPo! LLP
7211,NightCry,427660.0,Nude Maker
7212,Formula Truck 2013,273750.0,Reiza Studios
7213,Rulers of Nations,311040.0,Eversim
7214,Ancestory,349840.0,Kajak Games
7215,APT,357690.0,RIP Studios LLC
7216,Polyology,450650.0,Gridlock Interactive
7217,Cooking Dash®,37220.0,Aliasworlds Entertainment
7218,Diaper Dash®,37230.0,Zemnott
7219,Emerald City Confidential™,37260.0,Wadjet Eye Games
7220,Wandering Willows™,37270.0,PlayFirst
7221,DinerTown Tycoon,37300.0,PlayFirst
7222,The Nightshift Code™,37320.0,PlayFirst
7223,Nightshift Legacy: The Jaguar's Eye™,37330.0,PlayFirst
7224,Fitness Dash™,37340.0,Sarbakan
7225,Valerie Porter and the Scarlet Scandal™,37380.0,PlayFirst
7226,Gemini Lost™,37390.0,PlayFirst
7227,Hotel Dash™ Suite Success™,49000.0,PlayFirst
7228,Burokku Girls,443980.0,Silver Cow Studio
7229,ADOM (Ancient Domains Of Mystery),333300.0,"Thomas Biskup,Jochen Terstiege,Zeno Rogue,Krzysztof Dycha,Lucas Dieguez"
7230,Dead End Road,448580.0,DDD Wares
7231,Out of the Park Baseball 17,402430.0,Out of the Park Developments
7232,Pang Adventures,415150.0,DotEmu
7233,Atlantic Fleet,420440.0,Killerfish Games
7234,The Guest,402040.0,Team Gotham
7235,The Count Lucanor,440880.0,Baroque Decay
7236,Bunker Punks,446120.0,Ninja Robot Dinosaur
7237,Fractured Soul,307030.0,Endgame Studios
7238,openCanvas 6,301610.0,PGN Inc
7239,Kero Blaster,292500.0,Studio Pixel
7240,TowerClimb,396640.0,Davioware and Quazi
7241,Save Your Mother,423740.0,Tuomo Laine
7242,Drive Megapolis,514970.0,npp_trainer
7243,planetarian ~the reverie of a little planet~,316720.0,VisualArts/Key
7244,Gaokao.Love.100Days,347620.0,"高考恋爱委员会,橘子班"
7245,Ame no Marginal -Rain Marginal-,348950.0,stage-nana
7246,Aselia the Eternal -The Spirit of Eternity Sword-,445420.0,Xuse
7247,Muv-Luv,449830.0,ixtl
7248,Star Command Galaxies,402160.0,Warballoon
7249,Race To Mars,257930.0,"INTERMARUM,ONE MORE LEVEL"
7250,Goblins and Grottos,389190.0,"Psychic Software,Goblin Portal"
7251,Nomad Fleet,371010.0,Autarca
7252,1979 Revolution: Black Friday,388320.0,"iNK Stories,N-Fusion Interactive"
7253,I am Setsuna,441830.0,Tokyo RPG Factory
7254,Asemblance,452970.0,Nilo Studios
7255,Undead Overlord,291370.0,JumpCore Productions
7256,Shadow Complex Remastered,385560.0,ChAIR Entertainment
7257,GIGA WRECKER,454410.0,GAME FREAK inc.
7258,Notch - The Innocent LunA: Eclipsed SinnerS,325120.0,"Angels Blue Digital Entertainment,DigitalEZ"
7259,Blacksea Odyssey,369550.0,Blacksea Odyssey
7260,Blood Code,386480.0,"Weixi Games,ZiX Solutions"
7261,Catacomb Kids,315840.0,FourbitFriday
7262,Shadow Ninja: Endless Runner,420050.0,Boogygames Studios
7263,Fort Meow,352070.0,Upper Class Walrus
7264,Umihara Kawase,384690.0,Studio Saizensen
7265,Umihara Kawase Shun: Steam Edition,384700.0,Studio Saizensen
7266,TurnOn,428220.0,Brainy Studio LLC
7267,Neon Chrome,428750.0,10tons Ltd
7268,Tick Tock Bang Bang,460650.0,"Dejobaan Games, LLC"
7269,Grand Pigeon's Duty,449530.0,WolfgangIs
7270,Roche Fusion,334140.0,amulware
7271,Link: The Unleashed Nexus,388720.0,Reminisce
7272,Maximum Override,389220.0,Alientrap
7273,Streets of Fury EX,350910.0,Guard Crush Games
7274,Dungeons and Robots,386650.0,Glow Games Studio
7275,Shoppy Mart: Steam Edition,388360.0,Pezomi
7276,Mytheon,413030.0,Petroglyph
7277,Hive Jump,295670.0,Graphite Lab
7278,Battle Academy 2: Eastern Front,306640.0,Slitherine Ltd.
7279,Advanced Tactics Gold,310390.0,VR Designs
7280,Might and Magic: Heroes VII – Trial by Fire,445310.0,Limbic Entertainment
7281,Near Death,327560.0,Orthogonal Games
7282,Dragon's Lair 2: Time Warp,240360.0,Digital Leisure Inc.
7283,Monsters' Den: Book of Dread,502230.0,Monstrum
7284,Microcosmum: survival of cells - Random levels,412000.0,Alexander Byzov
7285,Microcosmum: survival of cells - Colors for organisms,437660.0,Alexander Byzov
7286,Anima Gate of Memories,380750.0,Anima Project
7287,STEEL STRIDER,404100.0,ASTRO PORT
7288,Angel Express [Tokkyu Tenshi],470480.0,"Easy Game Station,Starloop Studios S.L."
7289,Stephen's Sausage Roll,353540.0,increpare games
7290,Painters Guild,384550.0,Lucas Molina
7291,Illuminascii,376130.0,DDD Wares
7292,Four Realms,483820.0,Hugebot!
7293,Avadon 3: The Warborn,460780.0,Spiderweb Software
7294,Thieves' Gambit: The Curse of the Black Cat,328550.0,Choice of Games
7295,The Lost Heir: The Fall of Daria,439770.0,Hosted Games
7296,Sabres of Infinity,446310.0,Hosted Games
7297,Guns of Infinity,446330.0,Hosted Games
7298,The Hero Project: Redemption Season,459310.0,Choice of Games
7299,Drox Operative,274480.0,Soldak Entertainment
7300,Fritz Chess 14,276750.0,ChessBase
7301,Direct Hit: Missile War,314760.0,"Polynetix Studio,WIWD Development"
7302,Arms Dealer,325630.0,"Case in Point Studios, LLC"
7303,Flashpoint Campaigns: Red Storm Player's Edition,330720.0,On Target Simulations
7304,Star Hammer: The Vanguard Prophecy,337680.0,Black Lab Games
7305,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,337760.0,VR Designs
7306,Decisive Campaigns: Case Blue,354600.0,VR Designs
7307,Scourge of War: Waterloo,369390.0,NorbSoftDev
7308,Pike and Shot : Campaigns,377520.0,"Byzantine Games,The Lordz Games Studio"
7309,Gary Grigsby's War in the East,370540.0,2by3 Games
7310,Moonshot,426930.0,Pump Action Games
7311,Capitalism Plus,450120.0,Enlight Software Limited
7312,Liftoff,410340.0,LuGus Studios
7313,Gardens Inc. 2: The Road to Fame,301260.0,"World-Loom,Nitreal"
7314,House of Hell,419810.0,Tin Man Games
7315,Astral Gun,416850.0,Thomas Moon Kang
7316,The Tale of a Common Man,370670.0,Aldorlea Games
7317,10 Second Ninja X,435790.0,Four Circle Interactive
7318,Draft Day Sports College Basketball 3,413460.0,Wolverine Studios
7319,quadrant,365500.0,undef
7320,Kinacoustic,459520.0,Maithonis Studios
7321,ChromaGun,408650.0,Pixel Maniacs
7322,Bear With Me,492630.0,Exordium Games
7323,Wayward Terran Frontier: Zero Falls,392080.0,Reason Generator Inc.
7324,Samorost 3,421120.0,Amanita Design
7325,GTGD S3 How To Make A Game,415000.0,GTGD
7326,MXGP2 - The Official Motocross Videogame,400800.0,Milestone S.r.l.
7327,Arkshot,468800.0,Code Avarice
7328,Black The Fall,308060.0,Sand Sailor Studio
